textname	strength.s=>-u	strength.w=>-p	stress.s=>-u	stress.w=>-p	footmin-none	footmin-no-s-unless-preceded-by-ww	posthoc-no-final-ww	posthoc-standardize-weakpos
of-mans-first-disobedienc	0.25	0.0	1.0	1.0	0.25	0.0	0.0	0.0
