			[*strength.w=>-p]	[*footmin-s-noHX]	[*footmin-wordbound-lexmono]	[*skip_initial_foot]
	FAIR|was.she|TO|be|HOLD|that|MAID|en.of|SEVE|nteen|SUM|mers					
	FAIR|was.she|TO|be|HOLD|that|MAID|en.of|SEVE|nteen|SUM.MERS					
	fair|WAS|she.to|BE.HOLD|that|MAID|en|OF|seve.nteen|SUM|mers					
	fair|WAS|she.to|BE.HOLD|that|MAID|en|OF|seve.nteen|SUM.MERS					
	fair|WAS|she.to|BE.HOLD|that|MAID|en.of|SEVE|nteen|SUM|mers					
	fair|WAS|she.to|BE.HOLD|that|MAID|en.of|SEVE|nteen|SUM.MERS					
Black were her eyes as the berry that grows on the thorn by the wayside,	BLACK|were.her|EYES|as.the|BE|rry.that|GROWS|on.the|THORN|by.the|WAY|side	2				
	BLACK|were|HER|eyes|AS|the|BE|rry|THAT|grows|ON|the|THORN|by.the|WAY|side					
	BLACK|were|HER|eyes|AS|the|BE.RRY|that|GROWS|on|THE|thorn|BY|the|WAY|side					
	BLACK|were|HER|eyes|AS|the|BE.RRY|that|GROWS|on.the|THORN|by.the|WAY|side					
	BLACK|were.her|EYES|as.the|BE|rry|THAT|grows|ON|the|THORN|by.the|WAY|side					
	BLACK|were.her|EYES|as.the|BE.RRY|that|GROWS|on|THE|thorn|BY|the|WAY|side					
	BLACK|were.her|EYES|as.the|BE.RRY|that|GROWS|on.the|THORN|by.the|WAY|side					
	black|WERE|her|EYES|as.the|BE|rry|THAT|grows|ON|the|THORN|by.the|WAY|side					
	black|WERE|her|EYES|as.the|BE.RRY|that|GROWS|on|THE|thorn|BY|the|WAY|side					
	black|WERE|her|EYES|as.the|BE.RRY|that|GROWS|on.the|THORN|by.the|WAY|side					
	BLACK|were|HER|eyes|AS|the|BE|rry.that|GROWS|on|THE|thorn|BY|the|WAY|side					
	BLACK|were|HER|eyes|AS|the|BE|rry.that|GROWS|on.the|THORN|by.the|WAY|side					
	BLACK|were.her|EYES|as.the|BE|rry.that|GROWS|on|THE|thorn|BY|the|WAY|side					
	black|WERE|her|EYES|as.the|BE|rry.that|GROWS|on|THE|thorn|BY|the|WAY|side					
	black|WERE|her|EYES|as.the|BE|rry.that|GROWS|on.the|THORN|by.the|WAY|side					
Black, yet how softly they gleamed beneath the brown shade of her tresses!	black|YET|how|SOFT|ly|THEY|gleamed|BE.NEATH|the|BROWN|shade|OF|her|TRESS|es					
	black|YET|how|SOFT|ly|THEY|gleamed|BE.NEATH|the|BROWN|shade|OF|her|TRESS.ES					
	black|YET|how|SOFT|ly.they|GLEAMED|be|NEATH|the|BROWN|shade|OF|her|TRESS|es					
	black|YET|how|SOFT|ly.they|GLEAMED|be|NEATH|the|BROWN|shade|OF|her|TRESS.ES					
	BLACK|yet.how|SOFT|ly|THEY|gleamed|BE.NEATH|the|BROWN|shade|OF|her|TRESS|es					
	BLACK|yet.how|SOFT|ly|THEY|gleamed|BE.NEATH|the|BROWN|shade|OF|her|TRESS.ES					
	BLACK|yet.how|SOFT|ly.they|GLEAMED|be|NEATH|the|BROWN|shade|OF|her|TRESS|es					
	BLACK|yet.how|SOFT|ly.they|GLEAMED|be|NEATH|the|BROWN|shade|OF|her|TRESS.ES					
Sweet was her breath as the breath of kine that feed in the meadows.	SWEET|was.her|BREATH|as.the|BREATH|of|KINE|that|FEED|in.the|MEAD|ows	2				
	SWEET|was|HER|breath|AS|the|BREATH|of|KINE|that|FEED|in.the|MEAD|ows					
	SWEET|was|HER|breath|AS|the|BREATH|of|KINE|that|FEED|in.the|MEAD.OWS					
	SWEET|was.her|BREATH|as|THE|breath|OF|kine|THAT|feed|IN|the|MEAD|ows					
	SWEET|was.her|BREATH|as|THE|breath|OF|kine|THAT|feed|IN|the|MEAD.OWS					
	SWEET|was.her|BREATH|as.the|BREATH|of|KINE|that|FEED|in.the|MEAD.OWS					
	sweet|WAS|her|BREATH|as|THE|breath|OF|kine|THAT|feed|IN|the|MEAD|ows					
	sweet|WAS|her|BREATH|as|THE|breath|OF|kine|THAT|feed|IN|the|MEAD.OWS					
	sweet|WAS|her|BREATH|as.the|BREATH|of|KINE|that|FEED|in.the|MEAD|ows					
	sweet|WAS|her|BREATH|as.the|BREATH|of|KINE|that|FEED|in.the|MEAD.OWS					
When in the harvest heat she bore to the reapers at noontide	WHEN|in.the|HAR|vest|HEAT|she|BORE|to.the|RE|apers.at|NOON|tide	2				
	WHEN|in.the|HAR|vest|HEAT|she|BORE|to.the|RE.APERS|at|NOON|tide					
	when|IN|the|HAR|vest|HEAT|she|BORE|to.the|RE.APERS|at|NOON|tide					
	when|IN|the|HAR|vest|HEAT|she|BORE|to.the|RE|apers.at|NOON|tide					
Flagons of home-brewed ale, ah! fair in sooth was the maiden.	FLA|gons.of|HOME|brewed|ALE|ah|FAIR|in|SOOTH|was.the|MAID|en	2				
	FLA|gons|OF|home|BREWED|ale|AH|fair|IN|sooth|WAS|the|MAID|en					
	FLA.GONS|of|HOME|brewed|ALE|ah|FAIR|in|SOOTH|was.the|MAID|en					
	fla|GONS|of|HOME|brewed|ALE|ah|FAIR|in|SOOTH|was.the|MAID|en					
	fla.gons|OF|home|BREWED|ale|AH|fair|IN|sooth|WAS|the|MAID|en					
Fairer was she when, on Sunday morn, while the bell from its turret	FAIR|er|WAS|she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret	1				
	FAIR|er.was|SHE|when.on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret	1				
	FAIR|er|WAS|she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	fair.er|WAS|she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	FAIR|er|WAS|she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	fair.er|WAS|she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	fair.er|WAS|she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret					
	FAIR|er|WAS|she|WHEN|on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	FAIR|er|WAS|she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
	fair.er|WAS|she|WHEN|on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	fair.er|WAS|she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
	FAIR|er.was|SHE|when.on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	FAIR.ER|was|SHE|when.on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	fair|ER|was|SHE|when.on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	FAIR|er.was|SHE|when.on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	FAIR.ER|was|SHE|when.on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	fair|ER|was|SHE|when.on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	FAIR.ER|was|SHE|when.on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret					
	fair|ER|was|SHE|when.on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret					
	FAIR|er.was|SHE|when.on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	FAIR|er.was|SHE|when.on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
	FAIR.ER|was|SHE|when.on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	FAIR.ER|was|SHE|when.on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
	fair|ER|was|SHE|when.on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	fair|ER|was|SHE|when.on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
	FAIR.ER|was.she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	fair|ER|was.she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TUR|ret					
	FAIR.ER|was.she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	fair|ER|was.she|WHEN|on|SUN|day|MORN|while|THE|bell|FROM|its|TURRET					
	FAIR.ER|was.she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret					
	fair|ER|was.she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TUR|ret					
	FAIR.ER|was.she|WHEN|on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	FAIR.ER|was.she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
	fair|ER|was.she|WHEN|on|SUN|day|MORN|while.the|BELL|from|ITS|turret					
	fair|ER|was.she|WHEN|on|SUN|day|MORN|while.the|BELL|from.its|TURRET					
Sprinkled with holy sounds the air, as the priest with his hyssop	SPRIN|kled.with|HOL|y|SOUNDS|the|AIR|as.the|PRIEST|with.his|HYS|sop	2				
	SPRIN|kled.with|HOL|y|SOUNDS|the|AIR|as|THE|priest|WITH|his|HYS|sop					
	SPRIN|kled.with|HOL|y|SOUNDS|the|AIR|as|THE|priest|WITH|his|HYS.SOP					
	SPRIN|kled.with|HOL|y|SOUNDS|the|AIR|as.the|PRIEST|with.his|HYS.SOP					
	sprin|KLED|with|HOL|y|SOUNDS|the|AIR|as|THE|priest|WITH|his|HYS|sop					
	sprin|KLED|with|HOL|y|SOUNDS|the|AIR|as|THE|priest|WITH|his|HYS.SOP					
	sprin|KLED|with|HOL|y|SOUNDS|the|AIR|as.the|PRIEST|with.his|HYS|sop					
	sprin|KLED|with|HOL|y|SOUNDS|the|AIR|as.the|PRIEST|with.his|HYS.SOP					
Sprinkles the congregation, and scatters blessings upon them,	SPRIN|kles.the|CON|gre|GA|tion.and|SCAT|ters|BLESS|ings|UP.ON|them					
	SPRIN|kles.the|CON|gre|GA|tion.and|SCAT|ters|BLESS.INGS|up|ON|them					
	sprin|KLES|the|CON|gre|GA|tion.and|SCAT|ters|BLESS|ings|UP.ON|them					
	sprin|KLES|the|CON|gre|GA|tion.and|SCAT|ters|BLESS.INGS|up|ON|them					
Down the long street she passed, with her chaplet of beads and her missal,	DOWN|the|LONG|street|SHE|passed|WITH|her|CHAP|let|OF|beads|AND|her|MI|ssal					
	DOWN|the|LONG|street|SHE|passed|WITH|her|CHAP|let|OF|beads|AND|her|MI.SSAL					
	DOWN|the|LONG|street|SHE|passed|WITH|her|CHAP|let.of|BEADS|and.her|MI|ssal					
	DOWN|the|LONG|street|SHE|passed|WITH|her|CHAP|let.of|BEADS|and.her|MI.SSAL					
	DOWN|the|LONG|street|SHE|passed|WITH|her|CHAP.LET|of|BEADS|and.her|MI|ssal					
	DOWN|the|LONG|street|SHE|passed|WITH|her|CHAP.LET|of|BEADS|and.her|MI.SSAL					
	down|THE|long|STREET|she|PASSED|with.her|CHAP|let|OF|beads|AND|her|MI|ssal					
	down|THE|long|STREET|she|PASSED|with.her|CHAP|let|OF|beads|AND|her|MI.SSAL					
	down|THE|long|STREET|she|PASSED|with.her|CHAP|let.of|BEADS|and.her|MI|ssal					
	down|THE|long|STREET|she|PASSED|with.her|CHAP|let.of|BEADS|and.her|MI.SSAL					
	down|THE|long|STREET|she|PASSED|with.her|CHAP.LET|of|BEADS|and.her|MI|ssal					
	down|THE|long|STREET|she|PASSED|with.her|CHAP.LET|of|BEADS|and.her|MI.SSAL					
	down.the|LONG|street|SHE|passed|WITH|her|CHAP|let|OF|beads|AND|her|MI|ssal					
	down.the|LONG|street|SHE|passed|WITH|her|CHAP|let|OF|beads|AND|her|MI.SSAL					
	down.the|LONG|street|SHE|passed|WITH|her|CHAP|let.of|BEADS|and.her|MI|ssal					
	down.the|LONG|street|SHE|passed|WITH|her|CHAP|let.of|BEADS|and.her|MI.SSAL					
	down.the|LONG|street|SHE|passed|WITH|her|CHAP.LET|of|BEADS|and.her|MI|ssal					
	down.the|LONG|street|SHE|passed|WITH|her|CHAP.LET|of|BEADS|and.her|MI.SSAL					
Wearing her Norman cap, and her kirtle of blue, and the ear-rings,	WEAR|ing.her|NOR|man|CAP|and.her|KIR|tle.of|BLUE|and.the|EAR|rings	1				
	WEAR|ing.her|NOR|man|CAP|and.her|KIR|tle|OF|blue|AND|the|EAR|rings					
	WEAR|ing.her|NOR|man|CAP|and.her|KIR|tle.of|BLUE|and|THE|ear|RINGS					
	WEAR|ing.her|NOR|man|CAP|and.her|KIR.TLE|of|BLUE|and|THE|ear|RINGS					
	WEAR|ing.her|NOR|man|CAP|and.her|KIR.TLE|of|BLUE|and.the|EAR|rings					
	WEAR.ING|her|NOR|man|CAP|and.her|KIR|tle|OF|blue|AND|the|EAR|rings					
	WEAR.ING|her|NOR|man|CAP|and.her|KIR|tle.of|BLUE|and|THE|ear|RINGS					
	WEAR.ING|her|NOR|man|CAP|and.her|KIR|tle.of|BLUE|and.the|EAR|rings					
	WEAR.ING|her|NOR|man|CAP|and.her|KIR.TLE|of|BLUE|and|THE|ear|RINGS					
	WEAR.ING|her|NOR|man|CAP|and.her|KIR.TLE|of|BLUE|and.the|EAR|rings					
	WEAR.ING|her.nor|MAN|cap|AND|her|KIR|tle|OF|blue|AND|the|EAR|rings					
	WEAR.ING|her.nor|MAN|cap|AND|her|KIR|tle.of|BLUE|and|THE|ear|RINGS					
	WEAR.ING|her.nor|MAN|cap|AND|her|KIR|tle.of|BLUE|and.the|EAR|rings					
	WEAR.ING|her.nor|MAN|cap|AND|her|KIR.TLE|of|BLUE|and|THE|ear|RINGS					
	WEAR.ING|her.nor|MAN|cap|AND|her|KIR.TLE|of|BLUE|and.the|EAR|rings					
	wear|ING|her|NOR|man|CAP|and.her|KIR|tle|OF|blue|AND|the|EAR|rings					
	wear|ING|her|NOR|man|CAP|and.her|KIR|tle.of|BLUE|and|THE|ear|RINGS					
	wear|ING|her|NOR|man|CAP|and.her|KIR|tle.of|BLUE|and.the|EAR|rings					
	wear|ING|her|NOR|man|CAP|and.her|KIR.TLE|of|BLUE|and|THE|ear|RINGS					
	wear|ING|her|NOR|man|CAP|and.her|KIR.TLE|of|BLUE|and.the|EAR|rings					
Brought in the olden time from France, and since, as an heirloom,	BROUGHT|in.the|OLD|en|TIME|from|FRANCE|and|SINCE|as.an|HEIR|loom	2				
	brought|IN|the|OLD|en|TIME|from|FRANCE|and|SINCE|as.an|HEIR|loom					
	BROUGHT|in.the|OLD|en|TIME|from|FRANCE|and.since|AS|an|HEIR|loom					
	brought|IN|the|OLD|en|TIME|from|FRANCE|and.since|AS|an|HEIR|loom					
Handed down from mother to child, through long generations.	HAND|ed|DOWN|from|MOTH|er|TO|child|THROUGH|long|GEN|er|A|tions					
	hand|ED|down.from|MOTH|er|TO|child|THROUGH|long|GEN|er|A|tions					
	hand.ed|DOWN|from|MOTH|er|TO|child|THROUGH|long|GEN|er|A|tions					
But a celestial brightness a more ethereal beauty	BUT|a|CE.LES|tial|BRIGHT|ness|A|more|ET.HE|re.al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness.a|MORE|et|HE|re.al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness.a|MORE|et|HE.RE|al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness|A|more|ET.HE|re.al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness.a|MORE|et|HE|re.al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness.a|MORE|et|HE.RE|al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness|A|more|ET.HE|re.al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness.a|MORE|et|HE|re.al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness.a|MORE|et|HE.RE|al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness|A|more|ET.HE|re.al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness.a|MORE|et|HE|re.al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness.a|MORE|et|HE.RE|al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness|A|more|ETHE.RE|al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness.a|MORE|ethe|RE|al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness|A|more|ETHE.RE|al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness.a|MORE|ethe|RE|al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness|A|more|ETHE.RE|al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness.a|MORE|ethe|RE|al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness|A|more|ETHE.RE|al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness.a|MORE|ethe|RE|al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness|A|more.et|HE|re.al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness|A|more.et|HE.RE|al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness|A|more.et|HE|re.al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness|A|more.et|HE.RE|al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness|A|more.et|HE|re.al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness|A|more.et|HE.RE|al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness|A|more.et|HE|re.al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness|A|more.et|HE.RE|al|BEAU|ty					
	BUT|a|CE.LES|tial|BRIGHT|ness|A|more.ethe|RE|al|BEAU|ty					
	BUT|a.ce|LES|tial|BRIGHT|ness|A|more.ethe|RE|al|BEAU|ty					
	but|A|ce|LES|tial|BRIGHT|ness|A|more.ethe|RE|al|BEAU|ty					
	but.a|CE.LES|tial|BRIGHT|ness|A|more.ethe|RE|al|BEAU|ty					
Shone on her face and encircled her form, when, after confession,	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter.con|FES|sion	1			1	
	SHONE|on|HER|face|AND|en|CIR|cled|HER|form|WHEN|af|TER|con|FES|sion		1			
	SHONE|on|HER|face|AND|en|CIR|cled|HER|form|WHEN|af|TER|con|FES.SION		1			
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF|ter|CON|fes|SION		1			
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF|ter|CON|fes.sion		1			
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF|ter|CON.FES|sion			1		
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF|ter.con|FES|sion				1	
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF|ter.con|FES.SION				1	
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF.TER|con|FES|sion			1		
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when|AF.TER|con|FES.SION			1		
	SHONE|on.her|FACE|and.en|CIR|cled|HER|form|WHEN|af|TER|con|FES|sion		1			
	SHONE|on.her|FACE|and.en|CIR|cled|HER|form|WHEN|af|TER|con|FES.SION		1			
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter|CON|fes|SION		1			
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter|CON|fes.sion		1			
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter|CON.FES|sion			1		
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter.con|FES.SION				1	
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF.TER|con|FES|sion			1		
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when|AF.TER|con|FES.SION			1		
	shone|ON|her|FACE|and.en|CIR|cled|HER|form|WHEN|af|TER|con|FES|sion		1			
	shone|ON|her|FACE|and.en|CIR|cled|HER|form|WHEN|af|TER|con|FES.SION		1			
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter|CON|fes|SION		1			
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter|CON|fes.sion		1			
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter|CON.FES|sion			1		
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter.con|FES|sion				1	
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF|ter.con|FES.SION				1	
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF.TER|con|FES|sion			1		
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when|AF.TER|con|FES.SION			1		
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when.af|TER|con|FES|sion		1			
	SHONE|on|HER|face|AND|en|CIR|cled.her|FORM|when.af|TER|con|FES.SION		1			
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when.af|TER|con|FES|sion		1			
	SHONE|on.her|FACE|and.en|CIR|cled.her|FORM|when.af|TER|con|FES.SION		1			
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when.af|TER|con|FES|sion		1			
	shone|ON|her|FACE|and.en|CIR|cled.her|FORM|when.af|TER|con|FES.SION		1			
Homeward serenely she walked with God's benediction upon her.	home|WARD|se|RE|ne.ly|SHE|walked|WITH|god's|BE|ne|DI|ction|UP.ON|her					
	home|WARD|ser|ENE|ly|SHE|walked|WITH|god's|BE|ne|DI|ction|UP.ON|her					
When she had passed, it seemed like the ceasing of exquisite music.	WHEN|she.had|PASSED|it|SEEMED|like.the|CEAS|ing.of|EX|quis.ite|MU|sic	2				
	WHEN|she|HAD|passed|IT|seemed|LIKE|the|CEAS|ing.of|EX|quis.ite|MU|sic					
	when|SHE|had|PASSED|it|SEEMED|like.the|CEAS|ing.of|EX|quis.ite|MU|sic					
	when.she|HAD|passed|IT|seemed|LIKE|the|CEAS|ing.of|EX|quis.ite|MU|sic					
Firmly builded with rafters of oak, the house of the farmer	FIRM|ly|BUILD|ed.with|RAF|ters.of|OAK|the|HOUSE|of.the|FAR|mer	1				
	FIRM|ly|BUILD|ed.with|RAF|ters|OF|oak|THE|house|OF|the|FAR|mer					
	firm.ly|BUILD|ed.with|RAF|ters|OF|oak|THE|house|OF|the|FAR|mer					
	firm.ly|BUILD|ed.with|RAF|ters.of|OAK|the|HOUSE|of.the|FAR|mer					
Stood on the side of a hill commanding the sea; and a shady	STOOD|on.the|SIDE|of.a|HILL|com|MAND|ing.the|SEA|and.a|SHA|dy	2				
	STOOD|on|THE|side|OF|a|HILL|com|MAND|ing|THE|sea|AND|a|SHA|dy					
	STOOD|on|THE|side|OF|a|HILL|com|MAND|ing.the|SEA|and.a|SHA|dy					
	STOOD|on.the|SIDE|of|A|hill|COM.MAND|ing|THE|sea|AND|a|SHA|dy					
	STOOD|on.the|SIDE|of|A|hill|COM.MAND|ing.the|SEA|and.a|SHA|dy					
	STOOD|on.the|SIDE|of.a|HILL|com|MAND|ing|THE|sea|AND|a|SHA|dy					
	stood|ON|the|SIDE|of|A|hill|COM.MAND|ing|THE|sea|AND|a|SHA|dy					
	stood|ON|the|SIDE|of|A|hill|COM.MAND|ing.the|SEA|and.a|SHA|dy					
	stood|ON|the|SIDE|of.a|HILL|com|MAND|ing|THE|sea|AND|a|SHA|dy					
	stood|ON|the|SIDE|of.a|HILL|com|MAND|ing.the|SEA|and.a|SHA|dy					
Sycamore grew by the door, with a woodbine wreathing around it.	SY|ca|MORE|grew|BY|the|DOOR|with.a|WOOD|bine|WREATH.ING|aro|UND|it					
	SY|ca.more|GREW|by|THE|door|WITH|a|WOOD|bine|WREATH.ING|aro|UND|it					
	SY|ca.more|GREW|by.the|DOOR|with.a|WOOD|bine|WREATH.ING|aro|UND|it					
	SY.CA|more|GREW|by|THE|door|WITH|a|WOOD|bine|WREATH.ING|aro|UND|it					
	SY.CA|more|GREW|by.the|DOOR|with.a|WOOD|bine|WREATH.ING|aro|UND|it					
	sy|CA.MORE|grew|BY|the|DOOR|with.a|WOOD|bine|WREATH.ING|aro|UND|it					
	sy.ca|MORE|grew|BY|the|DOOR|with.a|WOOD|bine|WREATH.ING|aro|UND|it					
Rudely carved was the porch, with seats beneath; and a footpath	RUDE|ly|CARVED|was.the|PORCH|with|SEATS|be|NEATH|and.a|FOOT|path	2				
	RUDE|ly|CARVED|was|THE|porch|WITH|seats|BE.NEATH|and.a|FOOT|path					
	rude|LY|carved|WAS|the|PORCH|with|SEATS|be|NEATH|and.a|FOOT|path					
	rude.ly|CARVED|was|THE|porch|WITH|seats|BE.NEATH|and.a|FOOT|path					
	rude.ly|CARVED|was.the|PORCH|with|SEATS|be|NEATH|and.a|FOOT|path					
Led through an orchard wide, and disappeared in the meadow.	LED|through.an|OR|chard|WIDE|and|DIS|ap|PEARED|in.the|MEAD|ow	2				
	LED|through.an|OR|chard|WIDE|and|DIS|ap|PEARED|in.the|MEAD.OW					
	led|THROUGH|an|OR|chard|WIDE|and|DIS|ap|PEARED|in.the|MEAD|ow					
	led|THROUGH|an|OR|chard|WIDE|and|DIS|ap|PEARED|in.the|MEAD.OW					
Under the sycamore-tree were hives overhung by a penthouse,	UN|der.the|SY|ca|MORE|tree|WERE|hives|OV|er|HUNG|by.a|PENT|house					
	un|DER|the|SY|ca|MORE|tree|WERE|hives|OV|er|HUNG|by.a|PENT|house					
Such as the traveller sees in regions remote by the roadside,	SUCH|as.the|TR|av.eller|SEES|in|RE|gions|RE.MOTE|by.the|ROAD|side					
	SUCH|as.the|TR.AV|eller|SEES|in|RE|gions|RE.MOTE|by.the|ROAD|side					
	such|AS|the|TR|av.eller|SEES|in|RE|gions|RE.MOTE|by.the|ROAD|side					
	such|AS|the|TR.AV|eller|SEES|in|RE|gions|RE.MOTE|by.the|ROAD|side					
Built o'er a box for the poor, or the blessed image of Mary.	BUILT|o'er|A|box|FOR|the|POOR|or|THE|blessed|IM|age.of|MA|ry					
	BUILT|o'er|A|box|FOR|the|POOR|or|THE|blessed|IM|age.of|MA.RY					
	BUILT|o'er|A|box|FOR|the|POOR|or|THE|blessed|IM.AGE|of|MA|ry					
	BUILT|o'er|A|box|FOR|the|POOR|or|THE|blessed|IM.AGE|of|MA.RY					
	BUILT|o'er.a|BOX|for.the|POOR|or|THE|blessed|IM|age.of|MA|ry					
	BUILT|o'er.a|BOX|for.the|POOR|or|THE|blessed|IM|age.of|MA.RY					
	BUILT|o'er.a|BOX|for.the|POOR|or|THE|blessed|IM.AGE|of|MA|ry					
	BUILT|o'er.a|BOX|for.the|POOR|or|THE|blessed|IM.AGE|of|MA.RY					
	built|O'ER|a|BOX|for.the|POOR|or|THE|blessed|IM|age.of|MA|ry					
	built|O'ER|a|BOX|for.the|POOR|or|THE|blessed|IM|age.of|MA.RY					
	built|O'ER|a|BOX|for.the|POOR|or|THE|blessed|IM.AGE|of|MA|ry					
	built|O'ER|a|BOX|for.the|POOR|or|THE|blessed|IM.AGE|of|MA.RY					
Farther down, on the slope of the hill, was the well with its moss-grown	FAR|ther|DOWN|on.the|SLOPE|of.the|HILL|was.the|WELL|with.its|MOSS|grown	2				
	FAR|ther|DOWN|on|THE|slope|OF|the|HILL|was|THE|well|WITH|its|MOSS|grown					
	FAR|ther|DOWN|on|THE|slope|OF|the|HILL|was.the|WELL|with|ITS|moss|GROWN					
	FAR|ther|DOWN|on|THE|slope|OF|the|HILL|was.the|WELL|with.its|MOSS|grown					
	FAR|ther|DOWN|on.the|SLOPE|of|THE|hill|WAS|the|WELL|with|ITS|moss|GROWN					
	FAR|ther|DOWN|on.the|SLOPE|of|THE|hill|WAS|the|WELL|with.its|MOSS|grown					
	FAR|ther|DOWN|on.the|SLOPE|of.the|HILL|was|THE|well|WITH|its|MOSS|grown					
