textname	strength.s=>-u	strength.w=>-p	stress.s=>-u	posthoc-no-final-ww	footmin-no-s-unless-preceded-by-ww	posthoc-standardize-weakpos	stress.w=>-p	footmin-none
en.yeats.late	0.747422680412	0.721649484536	0.0	0.474226804124	0.845360824742	0.069587628866	0.0128865979381	0.0
