ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
dˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
ǃːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
tːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
dːˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
ǃʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
tʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
tʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
ǃʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǃʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
tʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
dʷˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
dʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
dʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
ǃʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,+,0,0
tʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0
ǃːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,+,0,0
tːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0
dʷː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0
dːʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,+,0,0
ǀ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǀ̟,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǀ̻,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǃ̻,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǀ̠,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǀː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,+,0,0
t̪ʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0
ǀʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
d̪ʲ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0
ǀːʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,+,0,0
t̪ːʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
ǀʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,+,0,0
t̪ʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
d̪ːʲ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
d̪ʲː,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
ǀᶣ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,-,0,0
t̪ᶣ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
d̪ᶣ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
ǀˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
t̪ˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0
d̪ˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,-,0,0
ǀːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,+,0,0
t̪ːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
d̪ːˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,-,-,0,+,0,0
ǀʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,-,0,0
t̪ʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
ǀʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,-,0,0
t̪ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
ǀʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,-,0,0
t̪ʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
d̪ʷˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
d̪ʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
d̪ʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,-,0,0
ǀʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,+,0,0
t̪ʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0,+,0,0
ǀːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,+,0,0
t̪ːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,-,0,+,0,0
d̪ʷː,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,+,0,0
d̪ːʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,-,+,-,0,+,0,0
ʘ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0
k͡p,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ʘ̟,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0
k͡p̟,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ʘ̠,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0
k͡p̠,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡b,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡b̟,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡b̠,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ʘː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,+,0,0
k͡pː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ɡ͡bː,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ʘʲ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0
k͡pʲ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ɡ͡bʲ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ʘːʲ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,+,0,0
k͡pːʲ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ʘʲː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,+,0,0
k͡pʲː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ɡ͡bːʲ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ɡ͡bʲː,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
k͡pˠ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
ʘˠ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0
ɡ͡bˠ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0
k͡pːˠ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ʘːˠ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,-,+,0,+,0,0
ɡ͡bːˠ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0
ʘʷˠ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,+,0,-,0,0
k͡pʷˠ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,0,-,0,0
k͡pʷ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,0,-,0,0
ʘʷ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,+,0,-,0,0
ʘʲʷ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,+,0,-,0,0
k͡pʲʷ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,0,-,0,0
ɡ͡bʷˠ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,0,-,0,0
ɡ͡bʷ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,0,-,0,0
ɡ͡bʲʷ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,0,-,0,0
ʘʷː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,+,0,+,0,0
k͡pʷː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,0,+,0,0
ʘːʷ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,-,+,+,0,+,0,0
k͡pːʷ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,+,+,-,0,+,0,0
ɡ͡bʷː,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,0,+,0,0
ɡ͡bːʷ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,-,+,+,-,0,+,0,0
pʲ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0
bʲ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0
pːʲ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
pʲː,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
bːʲ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
bʲː,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
pˠ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0
bˠ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0
pːˠ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
bːˠ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0
pʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0
pʷ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0
pʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0
bʷˠ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0
bʷ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0
bʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0
pʷː,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0
pːʷ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0
bʷː,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0
bːʷ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0
ǃ̼,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,+,0,-,0,0
p͡tʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,0,-,0,0
b͡dʲ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,-,0,0
p͡tːʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0
p͡tʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0
b͡dːʲ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0
b͡dʲː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0
p͡tˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,0,-,0,0
b͡dˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,-,0,0
p͡tːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0
b͡dːˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,-,0,+,0,0
p͡tʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʷˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0
b͡dʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,-,0,0
p͡tʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,0,+,0,0
p͡tːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,0,+,0,0
b͡dʷː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,+,0,0
b͡dːʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,0,+,0,0
ǀ̼,-,-,+,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,0,-,0,0
cˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0
kˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɡˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɟˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0
cˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,-,-,-,0,+,0,0
kˤː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
cːˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,-,-,-,0,+,0,0
kːˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ɡˤː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ɟˤː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,-,-,-,0,+,0,0
ɡːˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0
ɟːˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,-,-,-,0,+,0,0
cʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,-,+,-,0,-,0,0
kʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
qʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɡʷˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ɟʷˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,-,+,-,0,-,0,0
ɢʷˤ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0
ʈʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,0,-,0,0
ɖʷˤ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,0,-,0,0
ǂˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,0,-,0,0
ǂˤː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,0,+,0,0
ǂːˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,0,+,0,0
ǂʷˤ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,+,+,0,-,0,0
ǃˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,-,0,0
ǃˤː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,+,0,0
ǃːˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,+,0,0
ǃʷˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,0,-,0,0
tʷˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,-,0,-,0,0
dʷˤ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,+,-,+,-,0,-,0,0
ǀˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,-,-,+,0,-,0,0
ǀˤː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,-,-,+,0,+,0,0
ǀːˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,-,-,+,0,+,0,0
ǀʷˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,-,+,+,0,-,0,0
t̪ʷˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,-,+,-,0,-,0,0
d̪ʷˤ,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,+,-,+,-,0,-,0,0
ʘˤ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,-,-,+,0,-,0,0
k͡pˤ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ɡ͡bˤ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ʘˤː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,-,-,+,0,+,0,0
k͡pˤː,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,+,-,-,0,+,0,0
ʘːˤ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,-,-,+,0,+,0,0
k͡pːˤ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,+,-,-,0,+,0,0
ɡ͡bˤː,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,+,+,-,-,0,+,0,0
ɡ͡bːˤ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,+,+,-,-,0,+,0,0
k͡pʷˤ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,+,+,-,0,-,0,0
ʘʷˤ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,+,-,+,+,0,-,0,0
ɡ͡bʷˤ,-,-,+,-,-,-,-,-,+,-,-,0,-,0,+,+,+,+,+,-,0,-,0,0
pʷˤ,-,-,+,-,-,-,-,-,-,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0
bʷˤ,-,-,+,-,-,-,-,-,+,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0
p͡tʷˤ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,-,+,-,0,-,0,0
b͡dʷˤ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,-,+,-,0,-,0,0
qˀ,-,-,+,-,-,-,-,-,-,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ˀq,-,-,+,-,-,-,-,-,-,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
qʼ,-,-,+,-,-,-,-,-,-,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̰,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̰,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢˀ,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ˀɢ,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ˀʛ,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̟,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̠,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
qʼː,-,-,+,-,-,-,-,-,-,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ɢ̰ː,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ʛ̰ː,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ʛː,-,-,+,-,-,-,-,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ʈˀ,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
ˀʈ,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
ʈʼ,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖ̰,-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖˀ,-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
ˀɖ,-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
ʈʼː,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,0,+,0,0
ɖ̰ː,-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,0,+,0,0
tˀ,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ˀt,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
tʼ,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̰,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
d̰,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
dˀ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ˀd,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ˀɗ,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̟,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̠,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̺,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
tʼː,-,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
d̰ː,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
ɗ̰ː,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
ɗː,-,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
t̪ˀ,-,-,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
ˀt̪,-,-,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
t̪ʼ,-,-,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
d̪̰,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
d̪ˀ,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
ˀd̪,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
ɗ̻,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0
t̪ʼː,-,-,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,0,+,0,0
d̪̰ː,-,-,+,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,-,-,0,+,0,0
pˀ,-,-,+,-,-,-,-,-,-,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ˀp,-,-,+,-,-,-,-,-,-,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
pʼ,-,-,+,-,-,-,-,-,-,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
b̰,-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̰,-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ,-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
bˀ,-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ˀb,-,-,+,-,-,-,-,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
