text	constraint	pos0	pos1	pos2
directinput	[*strength.s=>-u]	0.0	0.0	0.0
directinput	[*strength.w=>-p]	0.0	0.0	0.0
directinput	[*stress.s=>-u]	0.0	0.0	0.0
directinput	[*stress.w=>-p]	0.0	0.0	1.0
